time,bid_price_min,bid_price_q1,bid_price_median,bid_price_q3,bid_price_max,bid_price_mean,bid_price_std,ask_price_min,ask_price_q1,ask_price_median,ask_price_q3,ask_price_max,ask_price_mean,ask_price_std,bid_vol_price_sum,bid_vol_price_min,bid_vol_price_q1,bid_vol_price_median,bid_vol_price_q3,bid_vol_price_max,bid_vol_price_mean,bid_vol_price_std,ask_vol_price_sum,ask_vol_price_min,ask_vol_price_q1,ask_vol_price_median,ask_vol_price_q3,ask_vol_price_max,ask_vol_price_mean,ask_vol_price_std,spread_min,spread_btwn_means,spread_btwn_medians,spread_btwn_vol_sums,spread_btwn_vol_means,spread_btwn_vol_medians
0.0,0.01,31100.0,43344.76,55293.16,62664.85,40822.33242283399,16579.234345477504,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4169122762,4262523.997362376,181650278.8556068,8.544e-05,24.7496894478,123.3552353,949.9998139276,3330091.1281950003,7216.0759089344465,71011.6287278621,2083537905.5595627,1.0065717419999998,99.9996467281,783.28323072,7549.757585519999,1008876637.6,268393.39244616294,11637491.63945326,1.7099999999991269,549098.0844894422,27112.85,1901887626.703956,261177.3165372285,659.92799542
0.069528,0.01,31099.775,43339.75,55290.84,62664.85,40820.66938778753,16578.843103910956,62666.56,65245.6575,70456.805,95881.25,150000000.0,589852.5072810407,4262253.682603954,181649778.85561883,8.544e-05,24.7496803839,123.2493334655,949.9998882638,3330091.1281950003,7216.629409066737,71014.4226891605,2083539158.956112,1.0065717419999998,99.99965678825,783.3973805283499,7549.58637828,1008876637.6,268358.98492479546,11636742.558145016,1.7099999999991269,549031.8378932531,27117.054999999997,1901889380.100493,261142.3555157287,660.14804706285
0.168788,0.01,31100.25,43345.27,55295.875,62664.85,40823.269020815125,16579.565324906765,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4140499807,4262523.997716419,181656984.7517975,8.544e-05,24.74969496205,123.40927765,949.99999065,3330091.1281950003,7216.0556427980255,71009.30443378014,2083527127.160005,1.0065717419999998,99.9996467281,783.28323072,7542.70758552,1008876637.6,268392.0040139128,11637491.67035412,1.7099999999991269,549097.1450291655,27112.34,1901870142.408208,261175.9483711148,659.87395307
0.205913,0.01,31100.5,43345.78,55298.39,62664.85,40824.1362919563,16579.807066773352,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4140499807,4262523.997716419,181656984.60562503,8.544e-05,24.7497004763,123.46332,950.151614479,3330091.1281950003,7215.769001216486,71007.90643286571,2083527127.160005,1.0065717419999998,99.9996467281,783.28323072,7542.70758552,1008876637.6,268392.0040139128,11637491.67035412,1.7099999999991269,549096.2777580244,27111.83,1901870142.55438,261176.23501269636,659.81991072
0.272023,0.01,31100.25,43345.27,55295.875,62664.85,40823.27059188052,16579.567391948716,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4140499807,4262523.997716419,181654282.1914024,8.544e-05,24.74969496205,123.40927765,949.99999065,3330091.1281950003,7215.948287574577,71009.31106305704,2083527127.160005,1.0065717419999998,99.9996467281,783.28323072,7542.70758552,1008876637.6,268392.0040139128,11637491.67035412,1.7099999999991269,549097.1434581002,27112.34,1901872844.968603,261176.05572633824,659.87395307
0.427241,0.01,31100.5,43345.78,55298.39,62664.91,40824.13729851042,16579.8083905548,62666.57,65245.6575,70456.805,95881.25,150000000.0,589852.5048750645,4262253.682901535,181655009.4202319,8.544e-05,24.7497004763,123.48636,949.9999813,3330091.1281950003,7215.690543008219,71007.91354420183,2083525127.08864,1.0065717419999998,99.99965678825,783.3973805283499,7539.35379276,1008876637.6,268357.1776260484,11636742.598617284,1.6599999999962165,549028.3675765541,27111.024999999998,1901870117.668408,261141.48708304015,659.9110205283499
0.560403,0.01,31100.25,43345.27,55295.875,62665.0,40823.2675089378,16579.56333537041,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4143063248,4262523.997684715,181651049.1646016,8.544e-05,24.74969496205,123.47484,949.9997879582002,3330091.1281950003,7215.819860355988,71009.32227762914,2083524383.081228,1.0065717419999998,99.9996467281,783.28323072,7542.70758552,1008876637.6,268391.65053216903,11637491.678426506,1.5599999999976717,549097.146797387,27112.34,1901873333.9166265,261175.83067181305,659.80839072
0.565605,0.01,31100.5,43345.78,55298.39,62665.01,40824.13510546177,16579.80550590979,62666.56,65246.295,70457.61,95887.5,150000000.0,589920.4143063248,4262523.997684715,181654182.4151016,8.544e-05,24.7497004763,123.48636,949.9998882638,3330091.1281950003,7215.657692754781,71007.91661107083,2083524383.081228,1.0065717419999998,99.9996467281,783.28323072,7542.70758552,1008876637.6,268391.65053216903,11637491.678426506,1.5499999999956344,549096.279200863,27111.83,1901870200.6661265,261175.99283941425,659.79687072
0.679657,0.01,31099.8875,43342.255000000005,55291.8325,62665.01,40821.578971078976,16579.139890858736,62666.55,65246.48,70469.0,95900.0,150000000.0,590056.2769089035,4263064.782612762,181648539.11555105,8.544e-05,24.74968491585,123.40927765,949.99997195,3330091.1281950003,7216.2934655788595,71012.11876991903,2083494955.294976,1.0065717419999998,99.9996266078,782.4822089510001,7524.5612925,1008876637.6,268457.02297319623,11638990.352350334,1.5400000000008731,549234.6979378245,27126.744999999995,1901846416.179425,261240.72950761736,659.072931301
0.783631,0.01,31099.8875,43342.255000000005,55291.8325,62665.01,40821.57914706817,16579.14012263321,62666.55,65245.6575,70456.805,95881.25,150000000.0,589852.4954018549,4262253.6840732,181647566.5153018,8.544e-05,24.74968491585,123.40927765,949.99997195,3330091.1281950003,7216.254827399563,71012.12079953782,2083498957.4955308,1.0065717419999998,99.99965678825,783.3973805283499,7514.3899301925,1008876637.6,268353.806993242,11636742.673563631,1.5400000000008731,549030.9162547867,27114.54999999999,1901851390.980229,261137.55216584244,659.9881028783499
